prox1,prox2,prox3,prox4,prox5,prox6,prox7,prox8,prox9,prox10,prox11,prox12,prox13,prox14,prox15,prox16,prox17,prox18,prox19,prox20,prox21,prox22,prox23,prox24,prox25,prox26,prox27,prox28,prox29,prox30,prox31,prox32,prox33,prox34,prox35,prox36,prox37,prox38,prox39,prox40,prox41,prox42,prox43,prox44,prox45,prox46,prox47,prox48,prox49,prox50,prox51,prox52,prox53,prox54,prox55,prox56,prox57
0.4393443,0.5901639,0.2983606,0.6557377,0.5147541,0.5606557,0.5836065,0.6819672,0.4327869,0.4590164,0.4032787,0.4098361,0.5934426,0.5836065,0.3836066,0.4131148,0.3508197,0.4655738,0.4688525,0.4918033,0.4918033,0.442623,0.4721311,0.5639344,0.5081967,0.1967213,0.1180328,0.1081967,0.1803279,0.6491804,0,0.6885246,0.6005025,0.3606557,0.4491803,0.504918,0.6458923,0.5639344,0.3377049,0.6126126,0.347541,0.4754098,0.2918033,0.3770492,0.3868853,0.4196721,0.4754098,0.4885246,0.4885246,0.4065574,0.504918,0.5917969,0.5963855,0.6071429,0.3672131,0.5836065,0.495082
0.4481605,0.5317726,0.2809364,0.6546053,0.4949833,0.5451505,0.6020067,0.5919732,0.4414716,0.451505,0.3913043,0.4113712,0.5384616,0.5117057,0.4046823,0.4180602,0.2842809,0.5050167,0.4414716,0.5083612,0.6187291,0.3979933,0.4682274,0.4849498,0.4749164,0.2107023,0.1204013,0.1270903,0.2006689,0.8762542,0.6885246,0,0.5954774,0.3946488,0.4013378,0.5217391,0.6203966,0.5585284,0.3879599,0.5795796,0.3812709,0.4983278,0.3344482,0.4046823,0.3244147,0.3578595,0.4180602,0.5250836,0.541806,0.4648829,0.5150502,0.5839844,0.5783132,0.6004464,0.3444816,0.5652174,0.4648829
0.4020101,0.5653266,0.3241206,0.59799,0.4849246,0.5050251,0.5552764,0.5904523,0.4070352,0.4221106,0.379397,0.3969849,0.5527638,0.5628141,0.4120603,0.4120603,0.3592965,0.4472362,0.4547739,0.4547739,0.4246231,0.4221106,0.4447236,0.4874372,0.4271357,0.2060301,0.1557789,0.1180905,0.2110553,0.5527638,0.6005025,0.5954774,0,0.4321608,0.4748744,0.5201005,0.7110553,0.5653266,0.3442211,0.6482412,0.3341708,0.4271357,0.2763819,0.3417085,0.4170854,0.3819095,0.4723618,0.419598,0.4698493,0.3819095,0.4949749,0.7734375,0.7730924,0.7678571,0.3693467,0.5427136,0.4095477
0.3429952,0.4140351,0.3578947,0.3848684,0.4273859,0.4461538,0.375,0.3932203,0.3266332,0.3816425,0.3134328,0.3480392,0.4416058,0.4397163,0.4673367,0.4018691,0.3842105,0.4210526,0.4177778,0.4267783,0.4366812,0.3632287,0.4120172,0.4349594,0.4594595,0.2105263,0.1473684,0.1368421,0.2,0.3886926,0.3606557,0.3946488,0.4321608,0,0.3966942,0.4333333,0.3456091,0.3706294,0.3210526,0.3693694,0.3421053,0.4027149,0.2578947,0.371134,0.3271028,0.3814433,0.4142259,0.3946188,0.4017467,0.3842105,0.4194756,0.3710938,0.373494,0.3705357,0.4052632,0.3857678,0.4345794
0.3264463,0.5122807,0.3264463,0.444079,0.4545455,0.45,0.4785714,0.4677966,0.4090909,0.446281,0.4338843,0.4132231,0.5036497,0.5106383,0.3636364,0.3595041,0.4132231,0.4752066,0.4628099,0.446281,0.3719008,0.4752066,0.4545455,0.4512195,0.3842975,0.1776859,0.1694215,0.0909091,0.2107438,0.3710247,0.4491803,0.4013378,0.4748744,0.3966942,0,0.5185185,0.427762,0.527972,0.285124,0.4984985,0.2603306,0.3305785,0.1859504,0.2644628,0.5165289,0.3677686,0.4958678,0.3181818,0.3842975,0.2561983,0.3782772,0.46875,0.4738956,0.4464286,0.3884298,0.4606742,0.3595041
0.3814815,0.6315789,0.4148148,0.5131579,0.537037,0.5740741,0.5928571,0.6305085,0.3777778,0.4555556,0.4111111,0.4370371,0.6423358,0.641844,0.4296296,0.4740741,0.462963,0.4185185,0.4481482,0.5518519,0.5111111,0.5111111,0.5074074,0.6,0.5481482,0.1777778,0.1407407,0.1074074,0.2148148,0.4876325,0.504918,0.5217391,0.5201005,0.4333333,0.5185185,0,0.5665722,0.5804196,0.3925926,0.5585586,0.3888889,0.5,0.2444444,0.3740741,0.3777778,0.4444444,0.5592592,0.5148148,0.3851852,0.3592592,0.7592593,0.5253906,0.5281125,0.53125,0.3333333,0.5814815,0.5222222
0.4192635,0.6260623,0.3399433,0.6345609,0.4872521,0.5042493,0.6090652,0.6997167,0.4107649,0.427762,0.4334278,0.3994334,0.5949008,0.6203966,0.407932,0.4362606,0.3201133,0.4334278,0.427762,0.4787535,0.4305949,0.427762,0.4475921,0.5467422,0.470255,0.1898017,0.1303116,0.1133144,0.1784703,0.5694051,0.6458923,0.6203966,0.7110553,0.3456091,0.427762,0.5665722,0,0.5750708,0.388102,0.6685553,0.3767705,0.470255,0.3144476,0.3626062,0.4022663,0.4504249,0.4957507,0.4589235,0.470255,0.388102,0.5354108,0.6855469,0.6907631,0.7075893,0.3626062,0.6005666,0.4589235
0.4265734,0.6363636,0.3496504,0.5,0.472028,0.513986,0.5874126,0.640678,0.4475524,0.465035,0.4825175,0.4195804,0.6153846,0.6223776,0.3811189,0.4090909,0.4160839,0.3811189,0.4895105,0.458042,0.4195804,0.4965035,0.458042,0.5594406,0.5104895,0.1853147,0.1363636,0.1048951,0.2027972,0.5244755,0.5639344,0.5585284,0.5653266,0.3706294,0.527972,0.5804196,0.5750708,0,0.3776224,0.5825826,0.3286713,0.4335664,0.2447552,0.3636364,0.4195804,0.4545455,0.548951,0.4510489,0.3601398,0.3076923,0.5629371,0.5546875,0.5542169,0.5446429,0.3776224,0.5804196,0.4685315
0.4202898,0.3052632,0.3208556,0.3355263,0.3609959,0.3884615,0.3428572,0.3423729,0.361809,0.3719807,0.3283582,0.3039216,0.3284672,0.3156028,0.3819095,0.3971963,0.3597884,0.3201754,0.3866667,0.3807531,0.419214,0.3363229,0.3519313,0.3617886,0.3873874,0.2139037,0.1283422,0.0855615,0.1925134,0.409894,0.3377049,0.3879599,0.3442211,0.3210526,0.285124,0.3925926,0.388102,0.3776224,0,0.3843844,0.4705882,0.4253394,0.3315508,0.5103093,0.317757,0.3865979,0.3054393,0.4573991,0.4323144,0.4867725,0.4082397,0.3652344,0.3694779,0.3772321,0.3368984,0.340824,0.4065421
0.3693694,0.5585586,0.3333333,0.5705706,0.4744745,0.5195195,0.5735736,0.5975976,0.4084084,0.4204204,0.4084084,0.3933934,0.5615616,0.5645646,0.3843844,0.4444444,0.3813814,0.4384384,0.4534535,0.4534535,0.4564565,0.4534535,0.4624625,0.4684685,0.4504505,0.1711712,0.1291291,0.1141141,0.2192192,0.5495495,0.6126126,0.5795796,0.6482412,0.3693694,0.4984985,0.5585586,0.6685553,0.5825826,0.3843844,0,0.3423423,0.4624625,0.2972973,0.3843844,0.4114114,0.3633634,0.4504505,0.4504505,0.4414414,0.3573574,0.5435435,0.6484375,0.6546185,0.65625,0.3423423,0.5465465,0.4444444
0.4299517,0.3192982,0.3166667,0.3256579,0.3775934,0.3461539,0.3535714,0.3491525,0.3517588,0.3285024,0.3084577,0.3088235,0.3284672,0.3333333,0.4371859,0.4392523,0.3968254,0.3508772,0.36,0.3891214,0.4847161,0.3183857,0.4077253,0.3780488,0.481982,0.1722222,0.1222222,0.1,0.1722222,0.4204947,0.347541,0.3812709,0.3341708,0.3421053,0.2603306,0.3888889,0.3767705,0.3286713,0.4705882,0.3423423,0,0.6470588,0.4277778,0.5463917,0.2476636,0.4484536,0.2803347,0.5201794,0.3580786,0.5185185,0.411985,0.3515625,0.3614458,0.3727679,0.375,0.3670412,0.5046729
0.4570136,0.4421053,0.3303168,0.4276316,0.4688797,0.4384615,0.4571429,0.4881356,0.3484163,0.4117647,0.3484163,0.3981901,0.4744526,0.464539,0.4705882,0.4977376,0.3710407,0.4429825,0.4488889,0.4853556,0.6026201,0.4618834,0.5107296,0.5243902,0.6531532,0.1764706,0.1176471,0.1402715,0.2081448,0.5229682,0.4754098,0.4983278,0.4271357,0.4027149,0.3305785,0.5,0.470255,0.4335664,0.4253394,0.4624625,0.6470588,0,0.4886878,0.4932127,0.2036199,0.5022625,0.4769875,0.6412556,0.3886463,0.4751131,0.5543071,0.4316406,0.4417671,0.4598214,0.3303168,0.4681648,0.6470588
0.3333333,0.2385965,0.2468354,0.2894737,0.2614108,0.25,0.2678571,0.2644068,0.2864321,0.2657005,0.2487562,0.2254902,0.2627737,0.2588652,0.2663317,0.2943925,0.2222222,0.3026316,0.2444444,0.2301255,0.3056768,0.2242152,0.2618026,0.2926829,0.3468468,0.173913,0.1086956,0.1521739,0.173913,0.3462898,0.2918033,0.3344482,0.2763819,0.2578947,0.1859504,0.2444444,0.3144476,0.2447552,0.3315508,0.2972973,0.4277778,0.4886878,0,0.2835051,0.1635514,0.3350515,0.2259414,0.3856502,0.3187773,0.3915344,0.2958801,0.2695313,0.2730924,0.2857143,0.2119565,0.2996255,0.3598131
0.4637681,0.3192982,0.2680412,0.3355263,0.3526971,0.3807692,0.35,0.3288136,0.361809,0.3140097,0.3432836,0.3039216,0.3138686,0.3368794,0.4572864,0.4252336,0.371134,0.3377193,0.3911111,0.4058577,0.5065502,0.32287,0.3948498,0.3495935,0.4414414,0.2164948,0.1185567,0.0721649,0.185567,0.459364,0.3770492,0.4046823,0.3417085,0.371134,0.2644628,0.3740741,0.3626062,0.3636364,0.5103093,0.3843844,0.5463917,0.4932127,0.2835051,0,0.3364486,0.3762887,0.2887029,0.4843049,0.3930131,0.5206186,0.4419476,0.3789063,0.3795181,0.3839286,0.3041237,0.329588,0.4392523
0.3925234,0.4175439,0.3317757,0.4013158,0.4190871,0.4076923,0.4285714,0.3661017,0.4392523,0.4065421,0.4766355,0.364486,0.419708,0.4326241,0.3785047,0.3738318,0.3971963,0.4078947,0.4044445,0.4016736,0.2532751,0.4753363,0.3433476,0.3739837,0.2657658,0.2009346,0.135514,0.0934579,0.1635514,0.2968198,0.3868853,0.3244147,0.4170854,0.3271028,0.5165289,0.3777778,0.4022663,0.4195804,0.317757,0.4114114,0.2476636,0.2036199,0.1635514,0.3364486,0,0.3925234,0.376569,0.2914798,0.441048,0.3271028,0.3445693,0.4140625,0.4176707,0.4040179,0.4439252,0.4194756,0.2663551
0.4347826,0.4701754,0.4329897,0.3388158,0.4315353,0.3846154,0.4464286,0.4847458,0.4673367,0.4541063,0.4726368,0.3382353,0.4562044,0.4893617,0.4723618,0.4299065,0.4845361,0.2719298,0.44,0.3891214,0.3362446,0.4484305,0.4120172,0.5406504,0.536036,0.2061856,0.128866,0.0927835,0.1752577,0.3286219,0.4196721,0.3578595,0.3819095,0.3814433,0.3677686,0.4444444,0.4504249,0.4545455,0.3865979,0.3633634,0.4484536,0.5022625,0.3350515,0.3762887,0.3925234,0,0.4895397,0.4618834,0.3187773,0.3969072,0.423221,0.375,0.3895582,0.3883929,0.3969072,0.494382,0.546729
0.3682008,0.5719298,0.3598326,0.4506579,0.5228216,0.4769231,0.4714286,0.5864407,0.3933055,0.4686193,0.4393305,0.4476987,0.5510949,0.5673759,0.3891214,0.4225941,0.4225941,0.3933055,0.4895397,0.4393305,0.376569,0.5690377,0.4686193,0.6341463,0.5313808,0.1882845,0.1464435,0.125523,0.209205,0.3710247,0.4754098,0.4180602,0.4723618,0.4142259,0.4958678,0.5592592,0.4957507,0.548951,0.3054393,0.4504505,0.2803347,0.4769875,0.2259414,0.2887029,0.376569,0.4895397,0,0.41841,0.334728,0.2343096,0.4868914,0.4648438,0.4718876,0.4642857,0.3389121,0.5131086,0.5188285
0.5426009,0.4526316,0.309417,0.444079,0.4854772,0.5115384,0.5321429,0.5084746,0.4484305,0.4170403,0.3901345,0.3946188,0.4817518,0.4680851,0.3991031,0.4663677,0.4035874,0.4122807,0.4577778,0.5188285,0.5982533,0.4529148,0.5493562,0.6056911,0.7219731,0.1928251,0.1076233,0.1210762,0.2107623,0.5406361,0.4885246,0.5250836,0.419598,0.3946188,0.3181818,0.5148148,0.4589235,0.4510489,0.4573991,0.4504505,0.5201794,0.6412556,0.3856502,0.4843049,0.2914798,0.4618834,0.41841,0,0.4017467,0.4843049,0.5430712,0.4355469,0.4437751,0.4575893,0.309417,0.5468165,0.7174888
0.4672489,0.4140351,0.3100437,0.5098684,0.5103735,0.4653846,0.4535714,0.4067796,0.3668122,0.3755459,0.3318777,0.371179,0.4379562,0.4113475,0.4454148,0.3580786,0.2663755,0.5327511,0.4628821,0.4728034,0.5152838,0.3318777,0.3862661,0.3699187,0.30131,0.2358079,0.1310044,0.1310044,0.1703057,0.5689046,0.4885246,0.541806,0.4698493,0.4017467,0.3842975,0.3851852,0.470255,0.3601398,0.4323144,0.4414414,0.3580786,0.3886463,0.3187773,0.3930131,0.441048,0.3187773,0.334728,0.4017467,0,0.6331878,0.3857678,0.4472656,0.4417671,0.4441964,0.4235808,0.4382023,0.30131
0.5555556,0.3438596,0.3439153,0.4078947,0.4024896,0.4307692,0.4071428,0.3288136,0.3969849,0.3574879,0.3532338,0.3382353,0.3649635,0.3510638,0.4472362,0.3785047,0.2910053,0.377193,0.3866667,0.4058577,0.4803493,0.2914798,0.3733906,0.3617886,0.3648649,0.2380952,0.1375661,0.1111111,0.2010582,0.5017668,0.4065574,0.4648829,0.3819095,0.3842105,0.2561983,0.3592592,0.388102,0.3076923,0.4867725,0.3573574,0.5185185,0.4751131,0.3915344,0.5206186,0.3271028,0.3969072,0.2343096,0.4843049,0.6331878,0,0.3745318,0.3691406,0.3694779,0.3727679,0.4074074,0.3932584,0.3785047
0.4007491,0.5684211,0.3595506,0.5,0.5205992,0.5617977,0.5464286,0.5694915,0.3483146,0.4194756,0.3595506,0.4307116,0.5948905,0.5851064,0.4082397,0.5093633,0.4419476,0.3932584,0.423221,0.5468165,0.5505618,0.4831461,0.5243446,0.5617977,0.5468165,0.2097378,0.1310861,0.1385768,0.2209738,0.5229682,0.504918,0.5150502,0.4949749,0.4194756,0.3782772,0.7592593,0.5354108,0.5629371,0.4082397,0.5435435,0.411985,0.5543071,0.2958801,0.4419476,0.3445693,0.423221,0.4868914,0.5430712,0.3857678,0.3745318,0,0.5214844,0.5200803,0.5379464,0.3146068,0.5355805,0.5280899
0.4042969,0.5527344,0.3066406,0.5917969,0.4667969,0.5078125,0.546875,0.5722656,0.3847656,0.4023438,0.3886719,0.3945313,0.53125,0.546875,0.3886719,0.4179688,0.3691406,0.4453125,0.4355469,0.4667969,0.4472656,0.4316406,0.4550781,0.4785156,0.4335938,0.2050781,0.140625,0.1191406,0.2167969,0.5527344,0.5917969,0.5839844,0.7734375,0.3710938,0.46875,0.5253906,0.6855469,0.5546875,0.3652344,0.6484375,0.3515625,0.4316406,0.2695313,0.3789063,0.4140625,0.375,0.4648438,0.4355469,0.4472656,0.3691406,0.5214844,0,0.96875,0.8710938,0.3574219,0.5175781,0.4179688
0.4056225,0.5562249,0.3052209,0.5943775,0.4698795,0.5080321,0.5542169,0.5783132,0.3955823,0.4096386,0.3975904,0.3955823,0.5401607,0.5542169,0.3915663,0.4277108,0.375502,0.4477912,0.433735,0.4638554,0.4477912,0.439759,0.4518072,0.4859438,0.4417671,0.1987952,0.1425703,0.12249,0.2148594,0.5461847,0.5963855,0.5783132,0.7730924,0.373494,0.4738956,0.5281125,0.6907631,0.5542169,0.3694779,0.6546185,0.3614458,0.4417671,0.2730924,0.3795181,0.4176707,0.3895582,0.4718876,0.4437751,0.4417671,0.3694779,0.5200803,0.96875,0,0.8855422,0.3614458,0.5281125,0.4257028
0.4017857,0.546875,0.2946429,0.6116071,0.4665179,0.4977679,0.5625,0.5803571,0.3794643,0.4017857,0.3883929,0.390625,0.5334821,0.5446429,0.3861607,0.4419643,0.3794643,0.46875,0.421875,0.4776786,0.4642857,0.4375,0.4464286,0.4665179,0.4352679,0.2075893,0.1383929,0.1227679,0.2120536,0.5669643,0.6071429,0.6004464,0.7678571,0.3705357,0.4464286,0.53125,0.7075893,0.5446429,0.3772321,0.65625,0.3727679,0.4598214,0.2857143,0.3839286,0.4040179,0.3883929,0.4642857,0.4575893,0.4441964,0.3727679,0.5379464,0.8710938,0.8855422,0,0.3459821,0.5357143,0.421875
0.410628,0.3754386,0.326087,0.3881579,0.439834,0.3884615,0.4214286,0.3898305,0.361809,0.3574879,0.3681592,0.3235294,0.3649635,0.3617021,0.4371859,0.3364486,0.4074074,0.3552631,0.4488889,0.3598326,0.3275109,0.3991031,0.3390558,0.3861789,0.3378378,0.2065217,0.1467391,0.125,0.1793478,0.3215548,0.3672131,0.3444816,0.3693467,0.4052632,0.3884298,0.3333333,0.3626062,0.3776224,0.3368984,0.3423423,0.375,0.3303168,0.2119565,0.3041237,0.4439252,0.3969072,0.3389121,0.309417,0.4235808,0.4074074,0.3146068,0.3574219,0.3614458,0.3459821,0,0.4157303,0.317757
0.423221,0.6280702,0.3857678,0.5690789,0.5543071,0.5730337,0.8392857,0.6474576,0.4981273,0.4719101,0.4906367,0.3932584,0.6605839,0.6347518,0.4494382,0.4981273,0.4007491,0.4007491,0.4794008,0.5131086,0.4382023,0.5243446,0.4382023,0.6591761,0.5730337,0.2247191,0.1273408,0.1123596,0.1985019,0.5335689,0.5836065,0.5652174,0.5427136,0.3857678,0.4606742,0.5814815,0.6005666,0.5804196,0.340824,0.5465465,0.3670412,0.4681648,0.2996255,0.329588,0.4194756,0.494382,0.5131086,0.5468165,0.4382023,0.3932584,0.5355805,0.5175781,0.5281125,0.5357143,0.4157303,0,0.5430712
0.4906542,0.5157894,0.3831776,0.3947369,0.4688797,0.4769231,0.5178571,0.5491526,0.4392523,0.4579439,0.4112149,0.3831776,0.5364963,0.5319149,0.4813084,0.4813084,0.4485981,0.3640351,0.4488889,0.4979079,0.5458515,0.5022421,0.5107296,0.7195122,0.9099099,0.1915888,0.1074766,0.1121495,0.2056075,0.4416961,0.495082,0.4648829,0.4095477,0.4345794,0.3595041,0.5222222,0.4589235,0.4685315,0.4065421,0.4444444,0.5046729,0.6470588,0.3598131,0.4392523,0.2663551,0.546729,0.5188285,0.7174888,0.30131,0.3785047,0.5280899,0.4179688,0.4257028,0.421875,0.317757,0.5430712,0
